IdConglomerado,Anio,Estado,Municipio,Formato,Veg_prim_levantada,Veg_sec_levanatda,Veg_prim_esperada,Veg_sec_esperada,Tipo_cgl,Monitoreo,Muestreado,Cubierta_Vegetal,Tenencia,Cuenca,Subcuenca,Sitios_x_cgl,Sitio_1,Sitio_2,Sitio_3,Sitio_4,Arboles_x_cgl,Latitud,Longitud,X,Y,Altitud,Fisiografia,Pendiente,Uso_suelo_SCV,con_Cuerpos_agua,con_Diversidad,con_epifitas,con_flora_riego,con_Impactos_amb,con_Incendios,con_Plagas,Punto_control,con_suelos,con_Sitios,Descripcion,Observaciones
48514,2013,Jalisco,Villa Hidalgo,Bosque,BQ,VSna,BQ,VSna,Inicial,No,Si,Si,Propiedad Federal,Lerma Santiago,Rio Alto Santiago,4,1,1,1,1,115,21 44 1,-102 41 10.1,-102.6861385556,21.7336107778,2413,Ladera,35,No aplica,0,1,1,0,0,0,0,1,1,1,El PC se colocó en un árbol que se ubica sobre el camino la Cienega,"Sitio 1. En este sitio se encontró la varilla del centro de sitio, árboles submuestras y marcados al 1.30 m con color azul, el registro 5 el fuste limpio es mayor a la altura total.    Sitio 2. Se encontró la estaca del muestreo y árboles marcados. El registró 5 la altura total es menor a la altura de fuste limpio.    Sitio 3. Se encontró la estaca del muestreo y árboles marcados. El registro 3, la altura total es menor que la altura de fuste limpio, el registro 5 la altura total es igual a la altura comercial, el registro 25 la altura total es menor a la altura de fuste limpio.    Sitio 4. Se encontró la estaca del muestreo, árboles submuestras y marcados al 1.30m."
48723,2013,Jalisco,Chimaltitan,Bosque,BQ,VSna,BQ,VSna,Inicial,No,Si,Si,Propiedad Particular,Lerma Santiago,Rio Bajo Santigo,4,1,1,1,1,66,21 40 55,-103 33 36,-103.56,21.6819437778,2201,Ladera,35,No aplica,1,1,1,0,1,1,0,1,1,1,En un árbol pasando un rancho abandonado que esta sobre la brecha al CGL.,"SITIO 1. Se encontró la varilla del centro de sitio, arboles marcados y arboles submuestras.    SITIO 2. No se encontró estaca pero si arboles marcados y arboles submuestras.    SITIO 3. Se encontró la estaca del sitio, arboles marcados y arboles submuestras.    SITIO 4. No se encontró estaca pero si arboles marcados y arboles submuestras.    Debido a que la cámara que se utiliza para las tomas de las fotos hemisféricas se configura y no las guarda en la memoria no se estrega carpeta con fotos para esta ruta."
48970,2013,Jalisco,Teocaltiche,Bosque,BQ,VSna,BQ,VSna,Inicial,No,Si,Si,Ejidal,Lerma Santiago,Rio Alto Santiago,4,1,1,1,1,148,21 38 33.8,-102 44 2.8,-102.7341107778,21.6427218889,2354,Ladera,36,No aplica,0,1,1,0,1,0,0,1,1,1,En un árbol en el predio la mesa.,"Sitio 1. Se localizó la varilla del muestreo, árboles marcados de color azul y árboles sub-muestra.  Sitio 2. Se encontró la estaca del muestreo, en rumbo y azimut correctos. Y árboles marcados con pintura azul.  Sitio 3. Se encontró la estaca del muestreo en rumbo y azimut correctos. Árboles marcados con pintura azul.  Sitio 4. Se encontró la estaca del muestreo en rumbo y azimut correctos y árboles marcados."
49153,2013,Nayarit,San Blas,Bosque,BQ,VSna,BQ,VSA,Inicial,No,Si,Si,Ejidal,Huicicila,Rio Huicicila,4,1,1,1,1,41,21 34 5.7,-105 3 46.2,-105.0628333333,21.5682493333,565,Lomerio,20,No aplica,0,1,1,0,1,0,0,1,1,1,El PC se encuentra al lado derecho en una piedra por la autopista en construcción Tepic-San Blas,"El CGL 49153 se encontraron evidencias del muestreo anterior, varilla central y placas.    En el sitio # 2 solo se encontró un árbol ya que existe una plantación comercial de mango en este sitio.    Debido a las condiciones de cielo nublado totalmente el error de precisión en el sitio # 4 no bajo de 6 mts."
49183,2013,Jalisco,Chimaltitan,Bosque,BQ,VSna,BQ,VSna,Inicial,No,Si,Si,Propiedad Particular,Lerma Santiago,Rio Bajo Santigo,4,1,1,1,1,65,21 35 26.1,-103 36 26.9,-103.6074722222,21.590583,2047,Ladera,89,No aplica,1,1,1,0,1,1,0,1,1,1,En un arbol sobre el camino que va aTepizoac,"Sitio 1.-  Se encontró varilla central, árboles marcados y árboles submuestras    Sitio 2.-  Se encontró estaca, árboles marcados y arboles submuestra    Sitio 3.-  No se encontró estaca pero si árboles marcados y árboles submuestra    Sitio 4.-   Se encontró estaca, árboles marcados y árboles submuestra    Las fotografías hemisféricas no se envían de este conglomerado porque la cámara digital se desconfiguro y ya no guardo las fotos en los formatos de RAW(CR2) y JPEG, se trató de configurarla durante el levantamiento pero no se pudo arreglar el problema."
49218,2013,Jalisco,Lagos de Moreno,Bosque,BQ,VSaa,BQ,VSA,Inicial,No,Si,Si,Propiedad Particular,Lerma Santiago,Rio Alto Santiago,4,1,1,1,1,10,21 35 56.2,-101 54 33.1,-101.9091944444,21.5989441111,2278,Meseta,7,No aplica,0,1,1,0,1,0,0,1,1,1,El pc se coloco en un poste de una puerta de fierro que esta en la brecha que lleva al cgl.,"1.-Pc/El acceso al conglomerado 49218 el por la carretera de los lagos de Morelos Jalisco-El puesto, Jalisco sobre esta carretera pavimentada en malas condiciones desviar pasando el letrero s2l si puedes esta en una puerta al entrar por esa puerta seguir la terracería y habrá otra puerta pasar un corral de vacas y seguir pasar otras 2 puertas y en la siguiente esta el PC pintado, en el momento que fuimos no tenían candados pero a veces tienen candado por ello se necesita ir con el comisionado o encargado.   2.-S1/Se llego al centro del sitio en el cual se encontró varilla de re muestreo anterior  por lo que se respeto y nos basamos sobre ella, entraron 10 registros (2 condición 2 y 8 condición 1) con limites SE todos. Los registros 1, 2, 3, 4, 5, 6, 7, 8, 9 y 10 son curvos y no hay inclinados. Cabe mencionar que también había marcas azules en arbolado. Es importante mencionar que el registro 8 tiene azimut sea menor porque el 1.3 mts. Lo tiene antes.   3.-S2/Se trazo el sitio el cual no se encontró estaca de re muestreo anterior a 2.40 mts de distancia de muestreo trazo por lo que respetamos y levantamos sobre ella. No entro vegetación mayor igual a 7.2 cm de diámetro.  4.-S3/En este sitio se encontró estaca de re-muestreo anterior a menos de 1 metro de distancia por lo que se respeto el tras sobre ella. No se encontró vegetación mayor igual a 7.5 cm de diámetro, respecto a la toma de datos de degradación, toma de fotos del señalizador N y S, toma de foto de barrena con tubo graduado, colocación de varillas testigo para erosión se realizaron en este sitio 3.  5.-S4/En este sitio no encontramos estaca de re-muestreo ni marcas de arboles por lo que nos basamos  nuestro trazo, no se encontró vegetación arbórea con diámetro mayor igual a 7.5 cm.   6.-De forma general no hubo problema para levantar el conglomerado y se aviso a la delegada así como al comisionado y al encargado que vive cerca del comisionado, cabe mencionar que en el cgl. Se aprecian arbustos que se verificaron pero no dieron diámetro mínimo a 7.5 cm."
49392,2013,Nayarit,Tepic,Bosque,BQ,VSna,BQ,VSna,Inicial,No,Si,Si,Ejidal,Lerma Santiago,Rio Bajo Santigo,4,1,1,1,1,63,21 31 46,-104 43 20,-104.7222215556,21.5294437778,1541,Meseta,5,No aplica,0,1,1,0,1,0,0,1,1,1,Se marcó en un aroca que se ubica junto a la brecha que va al CGL,"S1. Se encontró evidencia del muestreo anterior, arboles marcados. El sitio 3 se normalizo por debajo de 1.30 m. El registro 1 el DN es mayor debido a que se ensancha al 1.30 m..    S2. El registro 11(9) es un árbol severamente dañado y descopado, por tal razón no se tomo los datos de indicador de copa.    S3. Existen arboles registrados aproximadamente una altura de 50 cm.    Las fotografías fueron tomadas con otra cámara."
49407,2013,Nayarit,La Yesca,Bosque,BQ,VSna,BQ,VSna,Inicial,No,Si,Si,Ejidal,Lerma Santiago,Rio Bajo Santigo,2,1,0,0,1,18,21 32 25.9,-103 59 41,-103.9947218889,21.5405274444,1903,Barranca,20,No aplica,0,1,1,0,1,0,0,1,1,1,El Pc se encuentra en un encino por la terraceria que va de puente Comotlan a Popota Nayarit en la mesa de las margaritas,El árbol del registro 5 se normalizo a 1.20 del sitio 4   El árbol del registro 13 se normalizo al 1.10 del sitio 4   Sitio 1. Se encontró evidencia del muestreo anterior tales como varilla central así como arboles marcados y placas de arboles sub-muestras  Sitio 4. Se encontró evidencias del muestreo anterior tales como arboles marcados y placas arboles sub-muestras  El sitio 2 y 3 del conglomerado 49407 se encontró cultivos de enervantes por lo cual no se pudo obtener la información    El error de precisión es mayor a 5m debido a las condiciones atmosféricas y cobertura arbórea en el sitio 4   La colecta 49407_S1_A004_MRD0444 no se logro identificar debido a que se manda colecta  La colecta 49407_S1_A003_MRD0445 no se logro identificar debido a que se manda colecta
49447,2013,Jalisco,Encarnacion de Diaz,Bosque,BQ,VSaa,BQ,VSA,Inicial,No,Si,Si,Propiedad Particular,Lerma Santiago,Rio Alto Santiago,4,1,1,1,1,63,21 33 12.9,-102 3 17.2,-102.0547777778,21.5535833333,2086,Ladera,21,No aplica,1,1,1,0,1,1,0,1,1,1,El PC se coloco en un poste de falseta a donde esta una brecha que va a la presa,"1.- PC/ El acceso al conglomerado 49447 es por la vía principal Lagos de Moreno, Jalisco - Encarnación de Díaz, Jalisco desviar hacia terracería que va a el mosco y pasa por la hacienda la Magdalena, haciendo Mariquita y hacienda  EL Ventorrillo, sobre esta última esta la entrada al conglomerado, el PC se pintó antes de pasar la presa que esta el Rancho Ventorrillo, esta terracería sale al entronque Lagos de Moreno y va a el Puesto.  2.- S1/ Se llegó al centro del sitio en el cual se encontró varilla de remuestreo por lo que se respetó, además de encontrar marcas azules en el arbolado, encontraron 26 registros (3 condición 2, 23 condición 1), hubo limites N, NE, E, SE, S y NO. Los registros 1, 2 pertenecen al árbol 1, los registros 3, 4 pertenecen al árbol 2, los registros 5, 6 y 7 pertenecen al árbol 3, los registros 9, 10 pertenecen al árbol 5, los registros 13, 14 pertenecen al árbol 8, los registros 16, 17 pertenecen al árbol 10, los registros 19, 20 pertenecen al árbol 12, los registros 11, 13, 14, 15, 19, 20, 21 y 23 son inclinados. El árbol 12 se normalizo. El registro 8 su distancia es 11.36 m ya que su pendiente es de 28%= 11.50 m y por ello se metió.  3.-S3/ En este sitio se encontró estaca de remuestreo a 1.40 m de nuestro trazo el cual respetamos basándonos en la estaca anterior, entraron 4 registros todos condición 1 y con limite E, los registros 1, 2 pertenecen al registro 1, los registros 3 y 4 pertenecen al árbol 2. Los registros 1, 2 son inclinados.  4.- S3/ Se trazó el sitio en el cual encontramos estaca de remuestreo a 6.2 m de distancia de nuestro trazo por lo que no respetamos su estaca y si en nuestro trazo, entraron 16 registros todos condición 1, con limites N, NE, SE, S y NO, los registros 2, 3 pertenecen al árbol 2,los registros 4, 5, 6 pertenecen al árbol 3, los registros 7, 8 pertenecen al árbol 4, los registros 13, 14 y 15 pertenecen al árbol 8. Los registros 2 -8, 10, 11, 13-16 son curvos, los registros 9 y 12 son inclinados.  5.-S4/ No se encontró estaca de remuestreo aunque si algunos árboles marcados de azul, nos basamos en nuestro trazo, encontraron 17resgistros (16 condición 1, 1 condición 2) con limites E, SO, O y NO. Los registros 1, 2, 3 pertenecen al árbol 1, los registros 5, 6, 7, 8, 9pertenecen al árbol 3, los registros 11, 12, 13, 14 pertenecen al árbol 5, los registros 15 y 16 pertenecen al árbol 6, los registros 1-9 son curvos, 10-14, 17 son inclinados. El diámetro basal del registro 10 submuestra es menor al diámetro normal debido a la forma natural del crecimiento de este individuo.  6.- El levantamiento se llevó a cabo de forma normal, se pidió permiso al encargado del Rancho el Ventorrillo para acercarnos mas con el vehículo, ya que el acceso por las otras haciendas contiguas queda más lejos y se camina más que por el Ventorrillo en el cual la brecha llega a donde está la presa, de ahí en adelante es vereda."
49847,2013,Nayarit,Xalisco,Bosque,BQ,VSA,BQ,VSna,Inicial,No,Si,Si,Propiedad Particular,Huicicila,Rio Huicicila,4,1,1,1,1,43,21 26 0.2,-105 0 40.2,-105.0111666667,21.4333885556,1183,Ladera,30,No aplica,0,1,1,0,1,0,0,1,1,1,Se marco en un encino que se ubica sobre la brecha que llega al paraje la Tacuacha,"En el cgl. 49847 se encontraron evidencias del muestreo anterior varilla central  Sitio 1. Se encontró evidencia de la brigada anterior (arboles marcados)  Sitio 2. No se encontraron evidencias del muestreo anterior por lo que se procedió a su trazado  Sitio 3. No se encontró evidencia de la anterior, por lo que se procedió a su trazado  Sitio 4. No se encontró evidencia de la brigada anterior"
49857,2013,Nayarit,Santa Maria del Oro,Bosque,BQ,NULL,BQ,VSna,Inicial,No,Si,Si,Ejidal,Lerma Santiago,Rio Bajo Santigo,3,1,1,0,1,15,21 26 31,-104 31 35.9,-104.5266382222,21.4419441111,1137,Meseta,20,No aplica,0,1,1,0,1,1,0,1,1,1,El pc se econtro en un arbol junto a la puerta del predio de Irineo Nuñez,"El cgl. Se encuentra en un cerro que tenia una pendiente de entre 80 y 90% por todos los posibles accesos al sitio 1 el cual se encuentra en una meseta en la parte mas alta, se encontraron evidencias del muestreo anterior, varilla central, estacas, placas y arboles numerados  El sitio 3 se ubica en una ladera con una pendiente de 100% por lo que se declaro inaccesible, también el suelo en este sitio esta muy riesgoso para caminar ya que tiene muchas rocas las cuales se desprenden fácilmente y pueden ocasionar un accidente"
49867,2013,Nayarit,La Yesca,Bosque,BQ,VSna,BQ,VSna,Inicial,No,Si,Si,Ejidal,Lerma Santiago,Rio Bajo Santigo,4,1,1,1,1,77,21 26 56.8,-104 2 30.9,-104.0419163333,21.4491107778,1984,Lomerio,30,No aplica,0,1,1,0,1,0,0,1,1,1,El PC se encuentra en un encino por la brecha que va de El Gigante a San Pelayo,"El árbol #1 se normalizó al 1.10 del sitio #1.    El árbol #8 se normalizó al 1.10 del sitio #1.    El árbol #4 se normalizó al 1.20 del sitio #2.    El árbol #7 se normalizó al 1.20 del sitio #2.    El árbol #9 se normalizó al 1.20 del sitio #2.    El árbol #14 se normalizó al 1.0 y el árbol # 16 se normalizó al 1.10 del sitio #3.    El árbol #1 se normalizó al 1.20 y el árbol #22 se normalizó al 1.20 del sitio #4.    Sitio 1. Se encontró evidencias del muestreo anterior, tales como varilla central, así como arboles marcados y placas de arboles submuestras.    Sitio 2. Se encontró evidencias del muestreo anterior tales como arboles marcados y placas de arboles submuestras.    Sitio 3. Se encontró evidencias del muestreo anterior tales como arboles marcados y placas de arboles submuestras.    Sitio 4. Se encontró evidencias del muestreo anterior tales como arboles marcados y placas de arboles submuestras.    La colecta 49867_S1_A004_MRD0440 no se logro identificar por lo cual se mando como muestra 1."
50314,2013,Nayarit,Xalisco,Bosque,BQ,VSna,BQ,VSA,Inicial,No,Si,Si,Ejidal,Huicicila,Rio Huicicila,4,1,1,1,1,75,21 20 46,-104 48 55.1,-104.8153055556,21.3461107778,1061,Meseta,8,No aplica,0,1,1,0,1,0,0,1,1,1,"El PC se encuentra en un roble, en la terraceria que va a los Fortinez.",En el CGL 50314. Se encontró evidencia de muestreo de la brigada anterior (Varilla y Arboles Marcados).    Suelo: Actualmente el suelo está sin uso.    ESTADAL SUR SE COLOCÓ A LOS 160° POR OBSTRUPCIÓN DE VISIBILIDAD POR FORMA BIOLOGICA.
50339,2013,Jalisco,Tequila,Bosque,BQ,VSna,BQ,VSna,Inicial,No,Si,Si,Propiedad Particular,Lerma Santiago,Rio Alto Santiago,4,1,1,1,1,20,21 21 49,-103 36 17.2,-103.6047777778,21.3636111111,1731,Ladera,95,No aplica,1,1,1,0,1,1,0,1,1,1,En un árbol sobre la brecha que baja al rio,"SITIO 1. Se encontró estaca del muestreo y arboles submuestras.    SITIO 2. No se encontró estaca pero si arboles marcados.    SITIO 3. No se encontró estaca pero si arboles marcados y submuestras. El árbol 1 el diámetro basal es menor que el diámetro normal debido a una irregularidad del árbol.    SITIO 4. No se encontró estaca pero su arboles marcados y arboles submuestras.    Se observo que muchos de los arboles tienen su corteza desprendida esto es debido a que los esta atacando un hongo (este es de color blanco), se desconoce la especie.    Debido a que la cámara que se utiliza para la toma de fotos hemisféricas se desconfigura y no guarda las fotos no se envían estas."
50546,2013,Nayarit,Santa Maria del Oro,Bosque,BQ,NULL,BQ,VSna,Inicial,No,Si,Si,Ejidal,Lerma Santiago,Rio Bajo Santigo,4,1,1,1,1,42,21 18 9,-104 43 3.1,-104.7175271111,21.3025,1403,Lomerio,30,No aplica,0,1,0,0,1,1,0,1,1,1,El pc se encuentra en un encino junto a un cañaveral en la loma las canoas,"En el conglomerado se encontraron evidencias del muestreo anterior varilla central, estacas placas y arboles numerados, en el S1, S2, S3 y S4.                                                                                                                                                                                                                                SITIO 3. El registro 12 presenta una deformación a los 1.30 m por lo que el diámetro basal en menor al diámetro normal."
50551,2013,Nayarit,Santa Maria del Oro,Bosque,BQ,VSna,BQ,VSna,Inicial,No,Si,Si,Ejidal,Lerma Santiago,Rio Bajo Santigo,4,1,1,1,1,33,21 18 24,-104 28 32,-104.4755548889,21.3066666667,1386,Lomerio,30,No aplica,0,1,1,0,1,1,0,1,1,1,Se marcó en un encino que se ubica a un costado de la terracería que va a la Cofradia a la presa el Cajon.,"En el CGL se encontraron evidencias del muestreo anterior, varilla central, estacas, placas y rastros de pintura, se colocó la varilla 2 a 5 mts por cárcava.    SITIO 1. Se encontró evidencia de brigada anterior (restos de pintura a árboles y estaca).    SITIO 2. Se encontró estaca de muestreo previo.    SITIO 3. Se encontraron evidencias de muestreo preño como la estaca y restos de pintura en los árboles.    SITIO 4. Se encontraron árboles con restos de pintura.    En general el duelo presentó rocas, gravas y piedras con poca cobertura vegetal y una sola especie arbórea."
50566,2013,Jalisco,Tequila,Bosque,BQ,VSA,BQ,VSna,Inicial,No,Si,Si,Propiedad Particular,Lerma Santiago,Rio Bajo Santigo,4,1,1,1,1,54,21 19 0.2,-103 44 57.7,-103.7493607778,21.3167215556,2104,Ladera,52,No aplica,0,1,1,0,1,1,0,1,1,1,En un árbol sobre el camino a carrizo colorado.,"SITIO 1. Se encontró varilla central, arboles marcados y placas en arboles submuestras.    SITIO 2. No se encontró estaca pero si arboles marcados y arboles submuestras.    SITIO 3. No se encontró estaca pero si arboles marcados y arboles submuestras.    SITIO 4. No se encontró estaca pero si arboles marcados y arboles submuestras.    Los trazos para los sitios secundarios se utilizo longimetro, brújula y clinómetro.    Las fotografías hemisféricas de este conglomerado no se envían debido a que la cámara fotográfica se desconfiguro y ya no guardo las fotos en los formatos RW (CR2) y JPEG."
50788,2013,Nayarit,La Yesca,Bosque,BQ,VSna,BQP,VSna,Inicial,No,Si,Si,Ejidal,Lerma Santiago,Rio Bajo Santigo,3,1,1,0,1,26,21 15 55.8,-104 8 12.7,-104.1368607778,21.2655,1753,Lomerio,20,No aplica,0,1,1,0,1,1,0,1,1,1,El pc se encuentra por la terraceria que va de la Yesca a la presa la Yesca en una perta (carretera vieja),"El árbol del registro # 2 se normalizo al 1.10 del sitio # 2.  El árbol del registro # 11 se normalizo al 1.50 del sitio # 2.  El árbol del registro # 12 se normalizo al 1.20 del sitio # 2.  El árbol del registro # 1 se normalizo al 1.20 del sitio # 4.  Sitio 1.- Se encontró evidencias del muestreo anterior tales como varilla central así como, arboles marcados y placas de arboles submuestra.  Sitio 2.- Se encontró evidencias del muestreo anterior tales como arboles marcados y placas de arboles submuestra.  Sitio 4.- Se encontró evidencias del muestreo anterior tales como arboles marcados y placas de arboles submuestra.  Sitio 3.- El sitio 3 se encontraba un cultivo de enervantes por o cual no se levanto el sitio por seguridad de la brigada."
50798,2013,Jalisco,Tequila,Bosque,BQ,VSA,BQ,VSna,Inicial,No,Si,Si,Propiedad Particular,Lerma Santiago,Rio Bajo Santigo,4,1,1,1,1,5,21 16 21.2,-103 39 7,-103.6519444444,21.2725548889,1784,Ladera,26,No aplica,0,1,1,0,1,0,0,1,1,1,En un árbol al terminar hacia el cgl.,S1.- Se encontró la varilla central.  S2.- No se encontró la estaca. No hay arbolado con DAP mayor o igual a 7.5cm.  S3.- No se encontró estaca.  S4.- No se encontró estaca.
51028,2013,Jalisco,Tequila,Bosque,BQ,VSA,BQ,VSna,Inicial,No,Si,Si,Ejidal,Lerma Santiago,Rio Bajo Santigo,4,1,1,1,1,65,21 13 42.1,-103 47 38.4,-103.7939996667,21.2283604444,1684,Ladera,56,No aplica,1,1,1,0,1,1,0,1,1,1,En un arbol en el rancho el Barro,SITIO1: Se encontró la varilla central  SUTIO2: Se encontró estaca arboles marcados y arboles submuestra  SITIO3: No se localizó estaca pero si arboles marcados y arboles submuestra  SITIO4: Este sitio se levantó a pesar de que la brigada de muestreo lo declaro inaccesible sin embargo no existe una pendiente mayor o igual al 100% de pendiente que imposibilita su levantamiento
51259,2013,Jalisco,Tequila,Bosque,BQ,VSA,BQP,VSna,Inicial,No,Si,Si,Propiedad Particular,Lerma Santiago,Rio Bajo Santigo,4,1,1,1,1,48,21 10 42.6,-103 56 26.5,-103.9406941111,21.1784993333,2059,Ladera,56,No aplica,0,1,1,0,1,1,0,1,1,1,En un árbol sobre la brecha que va a la huerta de aguacate.,"SITIO 1. No se localizó la varilla central pero si arboles marcados en rojo, también los tres arboles submuestra con placas.    Se ubico el centro del sitio 4 donde se localizo una roca con la leyenda S4 que se piensa uso la brigada de muestreo para referirse al centro de dicho sitio por ubicarse sobre la roca, además que todos los arboles marcados están orientados sobre esta evidencia.    SITIO 2. Se ubica en una barranca. Se encuentra 2 arboles quebrados con evidencia de fuego con altura de 0.40 cm.    SITIO 3. Se encontró arboles marcados y arboles submuestras.    Hemisféricas.- Debido a que la cámara se desconfigura y no guarda las fotos que se tomaron en esta ruta, no se entrega carpeta de fotos hemisféricas."
51264,2013,Jalisco,Tequila,Bosque,BQ,VSA,BQ,VSna,Inicial,No,Si,Si,Propiedad Particular,Lerma Santiago,Rio Bajo Santigo,4,1,1,1,1,23,21 10 51.9,-103 41 57,-103.6991663333,21.1810826667,1689,Ladera,30,No aplica,0,1,1,0,1,0,0,1,1,1,En una roca sobre la brecha que sale de Lagnilla hacia campos de cultivos,SITIO1: se encontró varilla central. No hay arbolado con Dap mayor o igual a 7.5cm  SITIO2: No hay arbolado con Dap mayor o igual a 7.5cm   SITIO3: No hay arbolado con Dap mayor o igual a 7.5cm   S4ITIO4: No se encontró estaca pero si arboles marcados y arboles submuestra.  Solo se encontró una especie de quercus sp. En el registro de arbolado y existe renuevo de Acacia sp.
51498,2013,Jalisco,San Cristobal de la Barranca,Bosque,BQ,VSna,BQ,VSna,Inicial,No,Si,Si,Propiedad Particular,Lerma Santiago,Rio Alto Santiago,4,1,1,1,1,49,21 8 12.8,-103 36 7.1,-103.6019722222,21.1368885556,1959,Ladera,67,No aplica,0,1,1,0,1,1,0,1,1,1,En un árbol sobre el camino a mesa del Llano.,"Sitio 1.- Se encontró la varilla central, árboles marcados y árboles sub-muestra.  S2.- Se encontró estaca, árboles marcados y árboles sub-muestra.  S3.- Se encontró estaca y árboles sub-muestra.  S4.- Este sitio se levantó la información ya que la pendiente promedio es de 50% y la brigada de muestreo lo reporta como Inaccesible por encontrarse un peñasco que imposibilita levantar el sitio. Sin embargo si se puede acceder al sitio y se levantó la información del sitio 4."
51728,2013,Jalisco,Tequila,Bosque,BQ,VSna,BQ,VSna,Inicial,No,Si,Si,Propiedad Particular,Lerma Santiago,Rio Bajo Santigo,3,1,1,0,1,32,21 5 34,-103 44 58.4,-103.7495552222,21.0927774444,1600,Ladera,58,No aplica,0,1,1,0,1,1,0,1,1,1,"En un arbol pasando el Rancho ""Rancho viejo""","Sitio 1.- Se encontró varilla central del muestreo y los arboles submuestras.    Sitio 2.- No se encontró estaca pero si arboles marcados y los tres arboles submuestras.    Sito 3.- En este sitio se declara inaccesible debido a que a los 19 metros rumbo al centro del sitio No. 3 atraviesa un desfiladero con mas de 20m metros de altura que imposibilita bajar y recabar datos en el sitio 3. Se anexa video en el cual se puede observar claramente las características fisiográficas y las condiciones del terreno donde se ubica en el sitio 3.    Sitio 4. No se encontró estaca pero si arboles marcados y arboles submuestras.    En este sitio se registró los datos de combustible y suelo. El barreno se movio debido a que se encuentra roca a los 45.      En este conglomerado se encontraron Juniperus Deppeana y bursera movelensis, pero no se encontraban en los sitios de muestreo."
51743,2013,Jalisco,Cuquío,Bosque,BQ,VSA,BQ,VSA,Inicial,No,Si,Si,Propiedad Particular,Lerma Santiago,Rio Alto Santiago,4,1,1,1,1,115,21 5 46.9,-103 1 17,-103.0213882222,21.0963607778,2277,Planicie,9,No aplica,0,1,1,0,1,0,0,1,1,1,En un arbol pasando el Rancho la esperanza.,"Sitio1 Se encontró la varilla central del muestreo, arboles marcados con pintura azul, los arboles (registros) 13 y 14 se les encontró placas.    Sitio2 No se localizo la estaca pero si arboles marcados, el registro 1 se le encontró placas, las evidencias del muestreo coinciden con las del re muestreo.    S3 No se encontró estaca pero si arboles marcados, las evidencias del muestreo coinciden con las del re muestreo.    Sitio4 forma parte de un potrero. No se encontró estaca."
51963,2013,Jalisco,San Cristobal de la Barranca,Bosque,BQ,VSna,BQ,VSna,Inicial,No,Si,Si,Propiedad Particular,Lerma Santiago,Rio Alto Santiago,4,1,1,1,1,36,21 2 50.2,-103 39 3.9,-103.6510833333,21.0472774444,1928,Ladera,56,No aplica,0,1,1,0,1,1,0,1,1,1,En un arbol pasando el rancho Las Virgenes.,"S1.- Se localizó la varilla central, también los arboles submuestras.    S2.- No se localizo la estaca central pero si los arboles submuestras.    S3.- No se localizo la estaca central pero si los arboles submuestras.    S4.- Se localizo la estaca central.  Dentro del conglomerado se encontraron las especies Pinus Oocarpa y Quercus Viminea, pero no entraron en ninguno de los sitios de muestreo, por lo que solo se mencionan en la tabla de diversidad de especies por estrato."
52178,2013,Nayarit,Ahuacatlan,Bosque,BQ,VSna,BQ,VSA,Inicial,No,Si,Si,Ejidal,Rio Ameca,Rio Ameca,3,1,1,1,0,65,20 59 18.1,-104 31 4.8,-104.5179993333,20.9883607778,1683,Ladera,25,No aplica,0,1,1,0,1,0,0,1,1,1,El PC se encuentra en un pino hasta donde llega la brecha,"En el CGL 52178, se encontró evidencia de muestreo de la brigada anterior (Varilla, Arboles marcados y placas).    SUELOS: Actualmente el suelo esta sin uso.    Se encontró evidencia de plaga (Muérdago).    El árbol 1 del sitio 3, se normalizo a 1 mts por existir bifurcación.    El sitio 4: En inaccesible por caer en una barranca y presentar pendiente mayor al 100% y además las condiciones del terreno no son aptas para realizar la medición con el longimetro para llegar al centro del sitio y realizar su medición."
52193,2013,Jalisco,Tequila,Bosque,BQ,VSA,BQ,VSna,Inicial,No,Si,Si,Propiedad Particular,Lerma Santiago,Rio Bajo Santigo,4,1,1,1,1,80,20 59 55,-103 47 36.9,-103.793583,20.9986107778,1751,Ladera,51,No aplica,0,1,1,0,1,1,0,1,1,1,En un árbol al terminar la brecha que va a las antenas.,Sitio 1.- No se localizó varilla central así como en los sitios secundarios no se localizaron estaca. El centro de sitio se ubicó de acuerdo a las evidencias del marcado de arbolado y árboles sub-muestra de tal forma que los trazos coincidieron con el trazo original ya que en los 4 sitios se encontró árboles marcados y árboles sub-muestra.
52423,2013,Jalisco,Hostotipaquillo,Bosque,BQ,VSna,BQ,VSna,Inicial,No,Si,Si,Ejidal,Lerma Santiago,Rio Bajo Santigo,4,1,1,1,1,105,20 57 10.3,-103 56 5.3,-103.9348052222,20.9528611111,1650,Ladera,55,No aplica,0,1,1,0,1,1,0,1,1,1,En un árbol en la localidad de Las Anonas,"S1. Se localizó la varilla central, árboles marcados y árboles submuestras  emplacados.    S2. No se localizó la estaca pero si árboles marcados y las submuestras  emplacados.    S3. No se encontró estaca pero si árboles marcados y las submuestras emplacados.    S4. Se localizo la estaca central y submuestras emplacados."
