IdConglomerado,Anio,Estado,Municipio,Formato,Tipo_cgl,Veg_prim_levantada,Veg_sec_levantada,Veg_prim_esperada,Veg_sec_esperada,Latitud,Longitud,X,Y,Altitud,Sitio,Registro,Arbol,Genero_Especie,forma_biologica,Condicion,NomComun,DiametroNormal,AlturaTotal,DiametroCopa,AlturaFusteLimpio,AlturaComercial,Distancia,Azimut
51249,2013,Nayarit,Jala,Bosque,Inicial,BQP,NULL,BQP,VSna,21 10 16,-104 25 27.9,-104.424416,21.1711104444,1655,3,1,1,Pinus douglasiana,Arbol,Vivo,Pino duglaciana,13.2,10,3,3,2.8,1.9,50
51249,2013,Nayarit,Jala,Bosque,Inicial,BQP,NULL,BQP,VSna,21 10 16,-104 25 27.9,-104.424416,21.1711104444,1655,3,2,2,Pinus douglasiana,Arbol,Vivo,Pino duglaciana,28.4,13.5,5.4,4.5,7.7,2.8,120
51249,2013,Nayarit,Jala,Bosque,Inicial,BQP,NULL,BQP,VSna,21 10 16,-104 25 27.9,-104.424416,21.1711104444,1655,3,3,3,Pinus douglasiana,Arbol,Vivo,Pino duglaciana,29,13,5.1,4,7,4.8,165
51249,2013,Nayarit,Jala,Bosque,Inicial,BQP,NULL,BQP,VSna,21 10 16,-104 25 27.9,-104.424416,21.1711104444,1655,3,4,3,Pinus douglasiana,Arbol,Vivo,Pino duglaciana,10.6,7,2.9,2.8,2.5,5.1,166
51249,2013,Nayarit,Jala,Bosque,Inicial,BQP,NULL,BQP,VSna,21 10 16,-104 25 27.9,-104.424416,21.1711104444,1655,3,5,4,Pinus douglasiana,Arbol,Vivo,Pino duglaciana,17.5,11,4.7,6,5,5.2,186
51249,2013,Nayarit,Jala,Bosque,Inicial,BQP,NULL,BQP,VSna,21 10 16,-104 25 27.9,-104.424416,21.1711104444,1655,3,7,6,Pinus douglasiana,Arbol,Vivo,Pino duglaciana,16,10,4.1,6,5.1,3,200
51249,2013,Nayarit,Jala,Bosque,Inicial,BQP,NULL,BQP,VSna,21 10 16,-104 25 27.9,-104.424416,21.1711104444,1655,3,8,7,Pinus douglasiana,Arbol,Vivo,Pino duglaciana,15.3,9,4.3,6.8,4.8,3.6,215
51249,2013,Nayarit,Jala,Bosque,Inicial,BQP,NULL,BQP,VSna,21 10 16,-104 25 27.9,-104.424416,21.1711104444,1655,3,9,8,Pinus douglasiana,Arbol,Vivo,Pino duglaciana,23,8.7,3.9,5.7,4.9,11.1,227
51249,2013,Nayarit,Jala,Bosque,Inicial,BQP,NULL,BQP,VSna,21 10 16,-104 25 27.9,-104.424416,21.1711104444,1655,3,10,9,Pinus douglasiana,Arbol,Vivo,Pino duglaciana,19.3,10.4,4.3,6,5.7,10.3,240
51249,2013,Nayarit,Jala,Bosque,Inicial,BQP,NULL,BQP,VSna,21 10 16.9,-104 25 29,-104.4247215556,21.1713604444,1655,1,13,12,En identificación en identificacion,NULL,Vivo,NULL,12.6,8.8,2.2,2.8,1.6,2.7,270
51249,2013,Nayarit,Jala,Bosque,Inicial,BQP,NULL,BQP,VSna,21 10 16.9,-104 25 29,-104.4247215556,21.1713604444,1655,1,14,13,En identificación en identificacion,NULL,Vivo,NULL,9.2,6.8,3,2.2,0,9.2,290
51249,2013,Nayarit,Jala,Bosque,Inicial,BQP,NULL,BQP,VSna,21 10 16.9,-104 25 29,-104.4247215556,21.1713604444,1655,1,15,14,En identificación en identificacion,NULL,Vivo,NULL,27.5,12.1,5.8,2.6,5.7,7.6,300
51249,2013,Nayarit,Jala,Bosque,Inicial,BQP,NULL,BQP,VSna,21 10 16.9,-104 25 29,-104.4247215556,21.1713604444,1655,1,16,15,En identificación en identificacion,NULL,Vivo,NULL,7.8,6.5,2.9,2,1.5,9.4,303
51249,2013,Nayarit,Jala,Bosque,Inicial,BQP,NULL,BQP,VSna,21 10 16.9,-104 25 29,-104.4247215556,21.1713604444,1655,1,17,16,En identificación en identificacion,NULL,Vivo,NULL,7.5,5.7,3,2.1,0,6.8,306
51249,2013,Nayarit,Jala,Bosque,Inicial,BQP,NULL,BQP,VSna,21 10 16.9,-104 25 29,-104.4247215556,21.1713604444,1655,1,18,17,En identificación en identificacion,NULL,Vivo,NULL,26.5,12.7,6.5,2.9,5.8,7.6,310
51249,2013,Nayarit,Jala,Bosque,Inicial,BQP,NULL,BQP,VSna,21 10 16.9,-104 25 29,-104.4247215556,21.1713604444,1655,1,19,18,En identificación en identificacion,NULL,Vivo,NULL,7.5,5.5,3,2,0,10.6,312
51249,2013,Nayarit,Jala,Bosque,Inicial,BQP,NULL,BQP,VSna,21 10 16.9,-104 25 29,-104.4247215556,21.1713604444,1655,1,20,19,En identificación en identificacion,NULL,Vivo,NULL,26.6,12.8,6.2,5,7,10.9,323
51249,2013,Nayarit,Jala,Bosque,Inicial,BQP,NULL,BQP,VSna,21 10 16.9,-104 25 29,-104.4247215556,21.1713604444,1655,1,21,20,En identificación en identificacion,NULL,Vivo,NULL,20,12.2,5.4,3.4,5.3,5.5,326
51249,2013,Nayarit,Jala,Bosque,Inicial,BQP,NULL,BQP,VSna,21 10 16.9,-104 25 29,-104.4247215556,21.1713604444,1655,1,22,21,En identificación en identificacion,NULL,Vivo,NULL,23.6,11.4,6.1,3.7,6,11.12,329
51249,2013,Nayarit,Jala,Bosque,Inicial,BQP,NULL,BQP,VSna,21 10 16.9,-104 25 29,-104.4247215556,21.1713604444,1655,1,23,22,En identificación en identificacion,NULL,Vivo,NULL,17,8.7,5.5,2.8,4.4,8.3,343
51249,2013,Nayarit,Jala,Bosque,Inicial,BQP,NULL,BQP,VSna,21 10 16.9,-104 25 29,-104.4247215556,21.1713604444,1655,1,24,23,En identificación en identificacion,NULL,Vivo,NULL,8.7,5.3,3.2,2.6,0,10.9,352
51249,2013,Nayarit,Jala,Bosque,Inicial,BQP,NULL,BQP,VSna,21 10 16,-104 25 27.9,-104.424416,21.1711104444,1655,3,6,5,En identificación en identificacion,NULL,Vivo,NULL,27.6,9.8,4.9,2.6,6,11,191
51249,2013,Nayarit,Jala,Bosque,Inicial,BQP,NULL,BQP,VSna,21 10 18.5,-104 25 28.9,-104.4246937778,21.1718048889,1655,2,1,1,En identificación en identificacion,NULL,Vivo,NULL,14,7,3.1,2.5,1.5,7,21
51249,2013,Nayarit,Jala,Bosque,Inicial,BQP,NULL,BQP,VSna,21 10 18.5,-104 25 28.9,-104.4246937778,21.1718048889,1655,2,2,2,En identificación en identificacion,NULL,Vivo,NULL,12.8,7.1,3,2.4,1.5,7.5,45
51249,2013,Nayarit,Jala,Bosque,Inicial,BQP,NULL,BQP,VSna,21 10 16.9,-104 25 29,-104.4247215556,21.1713604444,1655,1,1,1,En identificación en identificacion,NULL,Vivo,NULL,24,8.5,4,2.7,3.1,11.1,13
51249,2013,Nayarit,Jala,Bosque,Inicial,BQP,NULL,BQP,VSna,21 10 16.9,-104 25 29,-104.4247215556,21.1713604444,1655,1,2,1,En identificación en identificacion,NULL,Vivo,NULL,17.2,9,4.2,2.2,3.5,11.2,16
51249,2013,Nayarit,Jala,Bosque,Inicial,BQP,NULL,BQP,VSna,21 10 16.9,-104 25 29,-104.4247215556,21.1713604444,1655,1,3,2,En identificación en identificacion,NULL,Vivo,NULL,9.4,5.2,2,2.5,0,5.4,36
51249,2013,Nayarit,Jala,Bosque,Inicial,BQP,NULL,BQP,VSna,21 10 16.9,-104 25 29,-104.4247215556,21.1713604444,1655,1,6,5,En identificación en identificacion,NULL,Vivo,NULL,20.2,9,4.8,2.5,3.1,3.1,85
51249,2013,Nayarit,Jala,Bosque,Inicial,BQP,NULL,BQP,VSna,21 10 16.9,-104 25 29,-104.4247215556,21.1713604444,1655,1,7,6,En identificación en identificacion,NULL,Vivo,NULL,8.8,6,2,2.8,0,5.5,104
51249,2013,Nayarit,Jala,Bosque,Inicial,BQP,NULL,BQP,VSna,21 10 16.2,-104 25 30.7,-104.4251937778,21.171166,1655,4,1,1,En identificación en identificacion,NULL,Vivo,NULL,15.5,9.5,3.8,2,3,7.9,16
51249,2013,Nayarit,Jala,Bosque,Inicial,BQP,NULL,BQP,VSna,21 10 16.2,-104 25 30.7,-104.4251937778,21.171166,1655,4,2,1,En identificación en identificacion,NULL,Vivo,NULL,15.5,10,4,3.9,3.9,7.5,19
57489,2013,Jalisco,La Manzanilla de la Paz,Bosque,Inicial,BQ,VSaa,BQ,VSA,20 0 28.6,-103 6 32.9,-103.1091388889,20.0079444444,2059,2,1,1,Cupressus lusitanica,Arbol,Vivo,Cedro,23,8.9,5.7,1.7,6.7,9.53,5
57489,2013,Jalisco,La Manzanilla de la Paz,Bosque,Inicial,BQ,VSaa,BQ,VSA,20 0 28.6,-103 6 32.9,-103.1091388889,20.0079444444,2059,2,2,2,Cupressus lusitanica,Arbol,Vivo,Cedro,29.7,9.2,6.6,2.5,6.1,6.93,12
57489,2013,Jalisco,La Manzanilla de la Paz,Bosque,Inicial,BQ,VSaa,BQ,VSA,20 0 28.6,-103 6 32.9,-103.1091388889,20.0079444444,2059,2,3,3,Cupressus lusitanica,Arbol,Vivo,Cedro,23.9,9.1,6.8,2,6.4,4.47,28
57489,2013,Jalisco,La Manzanilla de la Paz,Bosque,Inicial,BQ,VSaa,BQ,VSA,20 0 28.6,-103 6 32.9,-103.1091388889,20.0079444444,2059,2,4,4,Cupressus lusitanica,Arbol,Vivo,Cedro,25.9,8.2,5.4,1.6,5.2,11.03,36
57489,2013,Jalisco,La Manzanilla de la Paz,Bosque,Inicial,BQ,VSaa,BQ,VSA,20 0 28.6,-103 6 32.9,-103.1091388889,20.0079444444,2059,2,5,5,Cupressus lusitanica,Arbol,Vivo,Cedro,21.5,10.7,4.7,2.4,6.7,2.71,59
57489,2013,Jalisco,La Manzanilla de la Paz,Bosque,Inicial,BQ,VSaa,BQ,VSA,20 0 28.6,-103 6 32.9,-103.1091388889,20.0079444444,2059,2,6,5,Cupressus lusitanica,Arbol,Vivo,Cedro,18.6,10.4,4.3,3.3,5.4,2.76,61
57489,2013,Jalisco,La Manzanilla de la Paz,Bosque,Inicial,BQ,VSaa,BQ,VSA,20 0 28.6,-103 6 32.9,-103.1091388889,20.0079444444,2059,2,7,6,Cupressus lusitanica,Arbol,Vivo,Cedro,13.4,4.2,3.2,2.6,2.6,8.04,64
57489,2013,Jalisco,La Manzanilla de la Paz,Bosque,Inicial,BQ,VSaa,BQ,VSA,20 0 28.6,-103 6 32.9,-103.1091388889,20.0079444444,2059,2,8,6,Cupressus lusitanica,Arbol,Vivo,Cedro,9.2,2.9,2,1.7,0,8.51,65
57489,2013,Jalisco,La Manzanilla de la Paz,Bosque,Inicial,BQ,VSaa,BQ,VSA,20 0 28.6,-103 6 32.9,-103.1091388889,20.0079444444,2059,2,9,7,Cupressus lusitanica,Arbol,Vivo,Cedro,28.9,10.3,6.2,2.8,8.1,7.75,74
51249,2013,Nayarit,Jala,Bosque,Inicial,BQP,NULL,BQP,VSna,21 10 18.5,-104 25 28.9,-104.4246937778,21.1718048889,1655,2,3,3,En identificación en identificacion,NULL,Vivo,NULL,16,8.2,3.2,3.8,1.7,10.3,55
51249,2013,Nayarit,Jala,Bosque,Inicial,BQP,NULL,BQP,VSna,21 10 18.5,-104 25 28.9,-104.4246937778,21.1718048889,1655,2,4,4,En identificación en identificacion,NULL,Vivo,NULL,21.5,9.7,4.4,3.7,2.2,5.2,113
51249,2013,Nayarit,Jala,Bosque,Inicial,BQP,NULL,BQP,VSna,21 10 18.5,-104 25 28.9,-104.4246937778,21.1718048889,1655,2,5,5,En identificación en identificacion,NULL,Vivo,NULL,29.5,11,5.2,3.1,2.3,6.5,116
51249,2013,Nayarit,Jala,Bosque,Inicial,BQP,NULL,BQP,VSna,21 10 18.5,-104 25 28.9,-104.4246937778,21.1718048889,1655,2,6,6,En identificación en identificacion,NULL,Vivo,NULL,13.1,8.8,2.9,3.5,1.4,6,120
51249,2013,Nayarit,Jala,Bosque,Inicial,BQP,NULL,BQP,VSna,21 10 18.5,-104 25 28.9,-104.4246937778,21.1718048889,1655,2,7,7,En identificación en identificacion,NULL,Vivo,NULL,8.5,7.7,2.5,3,0,6.4,123
51249,2013,Nayarit,Jala,Bosque,Inicial,BQP,NULL,BQP,VSna,21 10 18.5,-104 25 28.9,-104.4246937778,21.1718048889,1655,2,8,8,En identificación en identificacion,NULL,Vivo,NULL,13.5,9.2,3.5,2.7,1.4,10.2,130
51249,2013,Nayarit,Jala,Bosque,Inicial,BQP,NULL,BQP,VSna,21 10 18.5,-104 25 28.9,-104.4246937778,21.1718048889,1655,2,9,9,En identificación en identificacion,NULL,Vivo,NULL,17,9.8,3.6,2.4,1.8,8.2,140
51249,2013,Nayarit,Jala,Bosque,Inicial,BQP,NULL,BQP,VSna,21 10 18.5,-104 25 28.9,-104.4246937778,21.1718048889,1655,2,10,10,En identificación en identificacion,NULL,Vivo,NULL,10,8.5,3,1.4,1.3,8.5,145
52902,2013,Jalisco,Zapopan,Bosque,Inicial,BQP,VSna,BQP,VSna,20 51 55,-103 30 6.9,-103.5019166667,20.8652777778,1733,3,1,1,Quercus magnoliifolia,Arbol,Vivo,Roble,16,9.5,4.5,2.3,5.3,10.9,5
52902,2013,Jalisco,Zapopan,Bosque,Inicial,BQP,VSna,BQP,VSna,20 51 55,-103 30 6.9,-103.5019166667,20.8652777778,1733,3,2,2,Quercus magnoliifolia,Arbol,Vivo,Roble,8.2,5.8,1.1,2.3,0,11.3,7
52902,2013,Jalisco,Zapopan,Bosque,Inicial,BQP,VSna,BQP,VSna,20 51 55,-103 30 6.9,-103.5019166667,20.8652777778,1733,3,5,5,Quercus magnoliifolia,Arbol,Vivo,Roble,10.5,5.1,1.3,3.1,4,11.9,44
52902,2013,Jalisco,Zapopan,Bosque,Inicial,BQP,VSna,BQP,VSna,20 51 55,-103 30 6.9,-103.5019166667,20.8652777778,1733,3,6,5,Quercus magnoliifolia,Arbol,Vivo,Roble,14.4,6.6,4.8,3.3,4.5,11.9,45
52902,2013,Jalisco,Zapopan,Bosque,Inicial,BQP,VSna,BQP,VSna,20 51 55,-103 30 6.9,-103.5019166667,20.8652777778,1733,3,7,6,Quercus magnoliifolia,Arbol,Vivo,Roble,17.5,9.6,3.8,2.4,4.9,8.9,50
52902,2013,Jalisco,Zapopan,Bosque,Inicial,BQP,VSna,BQP,VSna,20 51 55,-103 30 6.9,-103.5019166667,20.8652777778,1733,3,8,7,Quercus magnoliifolia,Arbol,Vivo,Roble,24.1,10.1,6.5,1.6,5.7,6,80
52902,2013,Jalisco,Zapopan,Bosque,Inicial,BQP,VSna,BQP,VSna,20 51 55,-103 30 6.9,-103.5019166667,20.8652777778,1733,3,9,8,Quercus magnoliifolia,Arbol,Vivo,Roble,27.7,7.9,7.5,1.4,4.3,11.3,84
52902,2013,Jalisco,Zapopan,Bosque,Inicial,BQP,VSna,BQP,VSna,20 51 55,-103 30 6.9,-103.5019166667,20.8652777778,1733,3,10,9,Quercus magnoliifolia,Arbol,Vivo,Roble,14.5,7.6,1.9,3.5,3.6,8.6,138
52902,2013,Jalisco,Zapopan,Bosque,Inicial,BQP,VSna,BQP,VSna,20 51 55,-103 30 6.9,-103.5019166667,20.8652777778,1733,3,11,10,Quercus magnoliifolia,Arbol,Vivo,Roble,23,10.3,6.5,3.4,7.1,11.6,144
52902,2013,Jalisco,Zapopan,Bosque,Inicial,BQP,VSna,BQP,VSna,20 51 55,-103 30 6.9,-103.5019166667,20.8652777778,1733,3,12,11,Quercus magnoliifolia,Arbol,Vivo,Roble,18.6,9.7,5.1,2,6,7.2,149
52902,2013,Jalisco,Zapopan,Bosque,Inicial,BQP,VSna,BQP,VSna,20 51 55,-103 30 6.9,-103.5019166667,20.8652777778,1733,3,13,12,Quercus magnoliifolia,Arbol,Vivo,Roble,10,5.3,1.1,2.4,1.3,8.5,156
52902,2013,Jalisco,Zapopan,Bosque,Inicial,BQP,VSna,BQP,VSna,20 51 55,-103 30 6.9,-103.5019166667,20.8652777778,1733,3,14,13,Quercus magnoliifolia,Arbol,Vivo,Roble,18,8.7,4.6,2.2,5,8.6,164
52902,2013,Jalisco,Zapopan,Bosque,Inicial,BQP,VSna,BQP,VSna,20 51 55,-103 30 6.9,-103.5019166667,20.8652777778,1733,3,15,15,Quercus magnoliifolia,Arbol,Vivo,Roble,16.5,9.7,4.5,4.8,5.5,8.3,166
52902,2013,Jalisco,Zapopan,Bosque,Inicial,BQP,VSna,BQP,VSna,20 51 55,-103 30 6.9,-103.5019166667,20.8652777778,1733,3,16,15,Quercus magnoliifolia,Arbol,Vivo,Roble,8.7,7.4,1.1,2.3,0,11.1,165
52902,2013,Jalisco,Zapopan,Bosque,Inicial,BQP,VSna,BQP,VSna,20 51 55,-103 30 6.9,-103.5019166667,20.8652777778,1733,3,17,16,Quercus magnoliifolia,Arbol,Vivo,Roble,13.9,9.5,2.9,5.2,5.4,9.2,171
52902,2013,Jalisco,Zapopan,Bosque,Inicial,BQP,VSna,BQP,VSna,20 51 55,-103 30 6.9,-103.5019166667,20.8652777778,1733,3,18,17,Quercus magnoliifolia,Arbol,Vivo,Roble,15,7.5,5.2,3.4,3.4,3.6,162
52902,2013,Jalisco,Zapopan,Bosque,Inicial,BQP,VSna,BQP,VSna,20 51 55,-103 30 6.9,-103.5019166667,20.8652777778,1733,3,19,18,Quercus magnoliifolia,Arbol,Vivo,Roble,10.5,7.2,1.1,6.5,3.2,6.5,201
52902,2013,Jalisco,Zapopan,Bosque,Inicial,BQP,VSna,BQP,VSna,20 51 55,-103 30 6.9,-103.5019166667,20.8652777778,1733,3,20,19,Quercus magnoliifolia,Arbol,Vivo,Roble,11,8.3,1.1,7.2,1.5,6.9,221
52902,2013,Jalisco,Zapopan,Bosque,Inicial,BQP,VSna,BQP,VSna,20 51 55,-103 30 6.9,-103.5019166667,20.8652777778,1733,3,21,20,Quercus magnoliifolia,Arbol,Vivo,Roble,17.9,8.9,4.5,1.5,4.5,6.4,229
52902,2013,Jalisco,Zapopan,Bosque,Inicial,BQP,VSna,BQP,VSna,20 51 55,-103 30 6.9,-103.5019166667,20.8652777778,1733,3,22,21,Quercus magnoliifolia,Arbol,Vivo,Roble,24,10.8,5.1,3.4,7.1,6.4,242
55716,2013,Jalisco,Talpa de Allende,Bosque,Inicial,BQ,VSna,BQ,VSna,20 18 16.4,-104 44 43.7,-104.7454718889,20.3045555556,1684,2,29,29,Quercus resinosa,Arbol,Vivo,Roble,14.3,11.7,3.5,7.4,4.2,3.95,135
55716,2013,Jalisco,Talpa de Allende,Bosque,Inicial,BQ,VSna,BQ,VSna,20 18 16.4,-104 44 43.7,-104.7454718889,20.3045555556,1684,2,30,30,Quercus resinosa,Arbol,Vivo,Roble,14.7,9.5,2.8,6.1,5,10.4,145
55716,2013,Jalisco,Talpa de Allende,Bosque,Inicial,BQ,VSna,BQ,VSna,20 18 16.4,-104 44 43.7,-104.7454718889,20.3045555556,1684,2,31,31,Quercus resinosa,Arbol,Vivo,Roble,20,12.2,4.3,6,6.1,11.15,150
55716,2013,Jalisco,Talpa de Allende,Bosque,Inicial,BQ,VSna,BQ,VSna,20 18 16.4,-104 44 43.7,-104.7454718889,20.3045555556,1684,2,33,33,Quercus resinosa,Arbol,Vivo,Roble,14.7,12.1,3.8,8.3,6.5,2.1,166
55716,2013,Jalisco,Talpa de Allende,Bosque,Inicial,BQ,VSna,BQ,VSna,20 18 16.4,-104 44 43.7,-104.7454718889,20.3045555556,1684,2,35,35,Quercus resinosa,Arbol,Vivo,Roble,12.7,11.1,2.1,7.4,2.2,11.2,182
55716,2013,Jalisco,Talpa de Allende,Bosque,Inicial,BQ,VSna,BQ,VSna,20 18 16.4,-104 44 43.7,-104.7454718889,20.3045555556,1684,2,36,36,Quercus resinosa,Arbol,Vivo,Roble,8.7,8.2,2,4.8,0,7.3,185
55716,2013,Jalisco,Talpa de Allende,Bosque,Inicial,BQ,VSna,BQ,VSna,20 18 16.4,-104 44 43.7,-104.7454718889,20.3045555556,1684,2,37,37,Quercus resinosa,Arbol,Vivo,Roble,10.2,8.5,2,6.3,2.2,7.8,190
55716,2013,Jalisco,Talpa de Allende,Bosque,Inicial,BQ,VSna,BQ,VSna,20 18 16.4,-104 44 43.7,-104.7454718889,20.3045555556,1684,2,38,38,Quercus resinosa,Arbol,Vivo,Roble,8.3,8.8,2.3,4.6,0,9.5,197
55716,2013,Jalisco,Talpa de Allende,Bosque,Inicial,BQ,VSna,BQ,VSna,20 18 16.4,-104 44 43.7,-104.7454718889,20.3045555556,1684,2,39,39,Quercus resinosa,Arbol,Vivo,Roble,11.5,11.3,2.5,7.9,1.9,10.7,204
55716,2013,Jalisco,Talpa de Allende,Bosque,Inicial,BQ,VSna,BQ,VSna,20 18 16.4,-104 44 43.7,-104.7454718889,20.3045555556,1684,2,40,40,Quercus resinosa,Arbol,Vivo,Roble,14.8,10.7,3,3.8,3.7,9,210
52902,2013,Jalisco,Zapopan,Bosque,Inicial,BQP,VSna,BQP,VSna,20 51 55,-103 30 6.9,-103.5019166667,20.8652777778,1733,3,23,22,Quercus magnoliifolia,Arbol,Vivo,Roble,13.3,8.2,5.2,3.1,3.1,4.1,254
52902,2013,Jalisco,Zapopan,Bosque,Inicial,BQP,VSna,BQP,VSna,20 51 55,-103 30 6.9,-103.5019166667,20.8652777778,1733,3,24,23,Quercus magnoliifolia,Arbol,Vivo,Roble,10.6,6.2,1.1,3.8,1.7,8.7,260
52902,2013,Jalisco,Zapopan,Bosque,Inicial,BQP,VSna,BQP,VSna,20 51 55,-103 30 6.9,-103.5019166667,20.8652777778,1733,3,25,24,Quercus magnoliifolia,Arbol,Vivo,Roble,7.7,6.1,1.1,2.1,0,8.8,261
52902,2013,Jalisco,Zapopan,Bosque,Inicial,BQP,VSna,BQP,VSna,20 51 55,-103 30 6.9,-103.5019166667,20.8652777778,1733,3,26,25,Quercus magnoliifolia,Arbol,Vivo,Roble,18,10.1,4.4,3.8,5.9,10.7,269
52902,2013,Jalisco,Zapopan,Bosque,Inicial,BQP,VSna,BQP,VSna,20 51 55,-103 30 6.9,-103.5019166667,20.8652777778,1733,3,27,26,Quercus magnoliifolia,Arbol,Vivo,Roble,13.7,9.2,2.9,3,4.4,7.8,282
52902,2013,Jalisco,Zapopan,Bosque,Inicial,BQP,VSna,BQP,VSna,20 51 55,-103 30 6.9,-103.5019166667,20.8652777778,1733,3,28,27,Quercus magnoliifolia,Arbol,Vivo,Roble,26.4,11.5,8.1,2.4,6.2,8,301
52902,2013,Jalisco,Zapopan,Bosque,Inicial,BQP,VSna,BQP,VSna,20 51 55,-103 30 6.9,-103.5019166667,20.8652777778,1733,3,29,28,Quercus magnoliifolia,Arbol,Vivo,Roble,11.5,8.5,2.1,3.4,1.8,10.7,303
52902,2013,Jalisco,Zapopan,Bosque,Inicial,BQP,VSna,BQP,VSna,20 51 55,-103 30 6.9,-103.5019166667,20.8652777778,1733,3,30,29,Quercus magnoliifolia,Arbol,Vivo,Roble,14.9,9.9,2.5,4.1,4.2,10.1,310
52902,2013,Jalisco,Zapopan,Bosque,Inicial,BQP,VSna,BQP,VSna,20 51 55,-103 30 6.9,-103.5019166667,20.8652777778,1733,3,31,30,Quercus magnoliifolia,Arbol,Vivo,Roble,9.2,5.7,2.2,3.1,0,7.9,318
52902,2013,Jalisco,Zapopan,Bosque,Inicial,BQP,VSna,BQP,VSna,20 51 55,-103 30 6.9,-103.5019166667,20.8652777778,1733,3,32,31,Quercus magnoliifolia,Arbol,Vivo,Roble,14,8.9,2.5,2.6,4.2,10.3,320
55716,2013,Jalisco,Talpa de Allende,Bosque,Inicial,BQ,VSna,BQ,VSna,20 18 16.4,-104 44 43.7,-104.7454718889,20.3045555556,1684,2,42,42,Quercus resinosa,Arbol,Vivo,Roble,17,12.3,4.1,4.1,6.2,6.6,231
55716,2013,Jalisco,Talpa de Allende,Bosque,Inicial,BQ,VSna,BQ,VSna,20 18 16.4,-104 44 43.7,-104.7454718889,20.3045555556,1684,2,43,43,Quercus resinosa,Arbol,Vivo,Roble,18.2,11.7,3,6,6.1,8.6,232
55716,2013,Jalisco,Talpa de Allende,Bosque,Inicial,BQ,VSna,BQ,VSna,20 18 16.4,-104 44 43.7,-104.7454718889,20.3045555556,1684,2,44,44,Quercus resinosa,Arbol,Vivo,Roble,8.7,7.3,1.5,6.5,0,7.9,235
55716,2013,Jalisco,Talpa de Allende,Bosque,Inicial,BQ,VSna,BQ,VSna,20 18 16.4,-104 44 43.7,-104.7454718889,20.3045555556,1684,2,45,45,Quercus resinosa,Arbol,Vivo,Roble,15.7,7.4,3.3,6.1,5.7,9.7,237
54757,2013,Jalisco,Ameca,Bosque,Inicial,BQ,VSA,BQ,VSna,20 29 43.3,-104 10 19.1,-104.1719715556,20.4953607778,1560,2,1,1,Quercus resinosa,Arbol,Vivo,Encino,9.9,6.5,2.4,2.4,0,11.2,358
54757,2013,Jalisco,Ameca,Bosque,Inicial,BQ,VSA,BQ,VSna,20 29 43.3,-104 10 19.1,-104.1719715556,20.4953607778,1560,2,2,2,Quercus resinosa,Arbol,Vivo,Encino,31.9,10.4,5.2,2.3,4.5,10.9,18
54757,2013,Jalisco,Ameca,Bosque,Inicial,BQ,VSA,BQ,VSna,20 29 43.3,-104 10 19.1,-104.1719715556,20.4953607778,1560,2,3,3,Quercus resinosa,Arbol,Vivo,Encino,17.4,8.9,2.9,2.6,4.3,6.4,35
54757,2013,Jalisco,Ameca,Bosque,Inicial,BQ,VSA,BQ,VSna,20 29 43.3,-104 10 19.1,-104.1719715556,20.4953607778,1560,2,4,4,Quercus resinosa,Arbol,Vivo,Encino,16.2,5.4,4.1,2.6,3.3,7.9,40
54757,2013,Jalisco,Ameca,Bosque,Inicial,BQ,VSA,BQ,VSna,20 29 43.3,-104 10 19.1,-104.1719715556,20.4953607778,1560,2,5,4,Quercus resinosa,Arbol,Vivo,Encino,8.4,3.5,1.2,3.1,0,7.5,42
54757,2013,Jalisco,Ameca,Bosque,Inicial,BQ,VSA,BQ,VSna,20 29 43.3,-104 10 19.1,-104.1719715556,20.4953607778,1560,2,6,5,Quercus resinosa,Arbol,Vivo,Encino,13.7,6.4,2.1,1.4,7.8,7.7,98
52902,2013,Jalisco,Zapopan,Bosque,Inicial,BQP,VSna,BQP,VSna,20 51 55.3,-103 30 9.3,-103.5025833333,20.8653611111,1733,4,1,1,Quercus magnoliifolia,Arbol,Vivo,Roble,26.2,10.5,7.2,4,7,3.3,5
52902,2013,Jalisco,Zapopan,Bosque,Inicial,BQP,VSna,BQP,VSna,20 51 55.3,-103 30 9.3,-103.5025833333,20.8653611111,1733,4,2,2,Quercus magnoliifolia,Arbol,Vivo,Roble,15.5,9.2,2.5,3.9,3.9,4.8,6
52902,2013,Jalisco,Zapopan,Bosque,Inicial,BQP,VSna,BQP,VSna,20 51 55.3,-103 30 9.3,-103.5025833333,20.8653611111,1733,4,3,3,Quercus magnoliifolia,Arbol,Muerto en pie,Roble,26.2,2.7,-9999,0,-9999,9.4,18
52902,2013,Jalisco,Zapopan,Bosque,Inicial,BQP,VSna,BQP,VSna,20 51 55.3,-103 30 9.3,-103.5025833333,20.8653611111,1733,4,4,4,Quercus magnoliifolia,Arbol,Vivo,Roble,20.3,8.9,6.6,1.8,5.7,8.9,32
52902,2013,Jalisco,Zapopan,Bosque,Inicial,BQP,VSna,BQP,VSna,20 51 55.3,-103 30 9.3,-103.5025833333,20.8653611111,1733,4,5,5,Quercus magnoliifolia,Arbol,Vivo,Roble,14.8,8.5,3.3,2.8,2.8,8.8,74
